id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
MELANC_3238,"Melancia (1 Kg)","Valor Nutritivo:  
A melancia é uma deliciosa fruta com muita água, rica em potássio e magnésio, que faz dela um excelente diurético natural. Esta fruta apresenta efeitos benéficos no equilíbrio de líquidos, ajudando a prevenir a retenção de água e a promover uma pele bem hidratada e jovem.
A melancia é composta por 92% de água e apenas 6% de açúcar, que é uma pequena quantidade que não afeta negativamente os níveis de açúcar no sangue e, por isso, é uma boa opção para incluir na dieta.
 
Conservação: 
Deve ser conservada num local fresco e arejado. Depois de estar aberta deve colocar a melancia no frigorífico, dentro de um recipiente bem fechado.
 
Uso culinário:
A Melancia, é tradicionalmente uma fruta que é mais consumida ao natural. Pode também fazer um delicioso sumo ou gelado.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/melancia.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/melancia/,"Frutas","A Cesta Portuguesa",2.3EUR,in stock,MELANC_3238,https://www.cestaportuguesa.pt/cart/?add-to-cart=3238,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/pexels-photo-128598.jpeg,https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/pexels-photo-1398655.jpeg,https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/fruit-melon-watermelon.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2.3EUR,new,published,,
LIMAO_3236,"Limão (1 Kg)","Valor Nutritivo:
Rico em vitamina C, o limão ajuda a fortalecer as defesas do corpo para prevenir várias doenças. Também é uma boa fonte de potássio, magnésio, cálcio e fósforo. O limão ainda possui várias propriedades benéficas ao organismo, tais como: bom para a circulação (redução da pressão arterial), ajuda a digestão, previne alguns tipos de câncer, reduz os níveis de colesterol, adstringente, antibacteriano e antiviral. Utilizado como gargarejo, o limão é bom para aliviar a dor de garganta, úlceras na boca e gengivite. Além disto, o limão possui uma substância própria denominada limoneno que protege o corpo contra os efeitos destrutivos dos radicais livres.
 
Conservação:
Para consumo em poucos dias após a compra, coloque-os em um lugar onde não recebam luz solar direta. Geralmente, eles ficam frescos durante uma semana à temperatura ambiente. Depois desse prazo, começam a enrugar, perder o brilho e apresentar pontos moles ou duros.
Pode guardá-los no frigorífico. Para isso coloque-os num saco hermético e tire o máximo de ar possível. Nesse estado, o limão pode preservar o suco e o sabor até quatro semanas. A temperatura ideal de armazenamento de limões maduros é entre 5 ºC e 10 ºC. Na maioria dos frigoríficos, as prateleiras centrais ou as da porta têm mais ou menos essas temperaturas.
 
Uso culinário:
As suas aplicações na vida doméstica são inúmeras. Com o suco da fruta, preparam-se refrigerantes, sorvetes, molhos e aperitivos, bem como remédios, xaropes e produtos de limpeza. Da casca, retira-se uma essência aromática usada em perfumaria e no preparo de licores e sabões.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Limao.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/limao/,"Frutas","A Cesta Portuguesa",1.5EUR,in stock,LIMAO_3236,https://www.cestaportuguesa.pt/cart/?add-to-cart=3236,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.5EUR,new,published,,
LAR_3233,"Laranja do Algarve (1 Kg)","Valor Nutritivo:  
A laranja é uma fruta com elevado teor de água e um baixo teor calórico. Além de ser rica em vitamina C, também constitui uma excelente fonte de ácido fólico, potássio e magnésio. A sua cor característica deve-se às quantidades apreciáveis de caroteno.
A laranja é também uma boa fonte de ácido cítrico, o que potencia a acção da vitamina C. A quantidade de fibra é apreciável, e esta encontra-se sobretudo entre a casca e polpa (a “parte branca” da laranja, que é muitas vezes removida).
 
Conservação: 
As laranjas que serão consumidas a curto prazo, podem ser deixadas à temperatura ambiente, no entanto, se pretende conservá-las durante mais de uma semana, deve colocá-las no frigorífico
 
Uso culinário: 
As laranjas podem ser utilizadas em sobremesas (bolos, bolachas, pudins), em saladas, na confecção de marinadas e em refrescantes sumos e gelados.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/laranja1.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/laranja/,"Frutas","A Cesta Portuguesa",2.12EUR,in stock,LAR_3233,https://www.cestaportuguesa.pt/cart/?add-to-cart=3233,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Laranja.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2.12EUR,new,published,,
KIWI_3230,"Kiwi (500gr)","Valor Nutritivo:  
O kiwi é rico em pectina, uma fibra importante para controlar os níveis de colesterol no sangue. Contém ainda magnésio, cobre, vitamina B6, niacina, vitamina A, riboflavina, cálcio, zinco, ferro, potássio, fósforo e os aminoácidos glutamato e arginina.
 
Conservação: 
Deve ser conservado num lugar seco e arejado, com pouca exposição solar.
 
Uso culinário: 
Experimente usar kiwi em deliciosos gelados de morango com kiwi, que as crianças vão adorar, fazer uma fresquíssima salada verde, perfeita para os dias mais quentes.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Kiwi.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/kiwi/,"Frutas","A Cesta Portuguesa",1.85EUR,in stock,KIWI_3230,https://www.cestaportuguesa.pt/cart/?add-to-cart=3230,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/kiwi1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.85EUR,new,published,,
BAN_3218,"Banana (cacho de 4 bananas)","Valor Nutritivo:  
A banana contém grandes quantidades de açúcares: sacarose, frutose e glicose. Além disso, é rica em fibras, vitaminas A, B1, B2 e C, cálcio, fósforo e ferro.
 
Conservação: 
A banana não deve estar exposta à luz solar e deve ser acondicionada num local fresco.
 
Uso culinário: 
A banana pode ser ao natural, ou então pode ser utilizada na fabricação de bolos, bolachas, sumos e até mesmo gelados.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/banana1.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/banana/,"Frutas","A Cesta Portuguesa",0.99EUR,in stock,BAN_3218,https://www.cestaportuguesa.pt/cart/?add-to-cart=3218,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/banana.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0.99EUR,new,published,,
AMEIX_3210,"Ameixa","Valor Nutritivo:   
 
A Ameixa apresenta um excelente teor de vitamina C (uma unidade contém 10% da necessidade diária básica), vitamina A e potássio, um mineral que ajuda a controlar a pressão arterial. 
 
  
 
Conservação:  
 
Para conservar, poderá fazê-lo acondicionando no frigorífico ou deixar à temperatura ambiente. 
 
  
 
Uso culinário:  
 
A Ameixa pode ser consumida ao natural, em doces, compotas, sumos, ou até mesmo em pratos de carne.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/ameixa2.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/ameixa/,"Frutas","A Cesta Portuguesa",1.6EUR,out of stock,AMEIX_3210,https://www.cestaportuguesa.pt/cart/?add-to-cart=3210,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Ameixa.jpg,https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Ameixa1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.6EUR,new,published,,
ABAC_3207,"Abacate (1 unidade)","Valor Nutritivo: 
O abacate é rico em nutrientes, contém proteínas, ferro, hidrato de carbono e minerais. A sua polpa é rica em vitaminas A, B 1, B 2, E, açúcar, fitosterol, lecitina, tanino e ácido oleico, linoleico e palmítico.
 
Conservação: 
Se o Abacate não estiver maduro pode conserva-lo á temperatura ambiente cerca de 7 dias. Caso já esteja pronto a consumir, poderá guarda-lo na frigorifico por 3 ou 4 dias.
 
Uso culinário: 
O Abacate pode ser consumido puro, em saladas, batidos ou num delicioso guacamole.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Abacate.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/abacate/,"Frutas","A Cesta Portuguesa",1.99EUR,in stock,ABAC_3207,https://www.cestaportuguesa.pt/cart/?add-to-cart=3207,"https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Abacate1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.99EUR,new,published,,
COUV_PEN_3188,"Couve Portuguesa - Penca (500gr)","Valor Nutritivo:
Este tipo de couve é mais rica em carotenoides e clorofila, sendo ricas em pró-vitamina A, vitamina C, B1, B2, cálcio, ferro, magnésio, enxofre, cobre, bromo, silício, iodo e potássio.
Conservação:
Embalagem aberta no frigorífico 3 a 4 dias.
Uso culinário:
Pode consumir a couve salteada, gratinada, em sopas ou cozida.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Penca.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/couve-portuguesa-penca/,"Legumes","A Cesta Portuguesa",0.85EUR,in stock,COUV_PEN_3188,https://www.cestaportuguesa.pt/cart/?add-to-cart=3188,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0.85EUR,new,published,,
NABO_3161,"Nabo (1 molho de 3 nabos)","Valor Nutritivo:
O nabo é um vegetal com um teor energético muito baixo, que supõe aproximadamente 27 kcal/100g. Contém uma grande quantidade de água, chegando até ao 92%, fazendo que seu teor em carboidratos, lipidos e proteínas não será muito significativo. Fornece somente um 0,1% de gordura e um 0,9% de proteínas, enquanto que os carboidratos chegam ao 4%. Do seu teor em mineral destacaremos o potássio por ser encontrado em maior proporção, seguidamente pelo magnésio, cálcio, ferro, sódio e fósforo. E em menor proporção, embora não seja o menos importante, encontraremos quantidades apreciáveis de zinco. Quanto ao fornecimento de vitaminas, encontraremos quantidades significativas de todas, exceto de vitamina B12 e de vitamina A e E. Destacaremos a vitamina C por ser encontrada em maior proporção, seguidamente em ordem decrescente dos folatos, vitamina B6, niacina, vitamina B1 e B2.
Conservação:
Para uma correta conservação dos nabos, é preferível separar a raiz das folhas. Se conservará em embalagens de plástico perfurados à temperatura de refrigeração, condições onde poderão ser mantidas estes vegetais de uma a três semanas. Além disso, não é aconselhável lavar os nabos até serem consumidos com a finalidade de evitar as perdas dos seus nutrientes.
Uso culinário:

Raiz a raiz do nabo consome-se cozida junto a legumes e arrozes, formando parte de pratos típicos de certas regiões do mediterrâneo.
Folhas tenras: a raiz do nabo consome-se cozida junto a legumes e arrozes, formando parte de pratos típicos de certas regiões do mediterrâneo.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/nabo.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/nabo/,"Legumes","A Cesta Portuguesa",2.2EUR,in stock,NABO_3161,https://www.cestaportuguesa.pt/cart/?add-to-cart=3161,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2.2EUR,new,published,,
COUV_FLOR_3157,"Couve Flor (1 pé)","Valor Nutritivo:
A couve-flor é uma hortaliça com um valor energético baixo, que apresenta aproximadamente 25 kcal/100g. Como é habitual nas hortaliças, o componente maior da couve-flor é a água, que pode chegar ao 92%. Seu conteúdo em hidratos de carbono é escasso (3,1%), sendo destacável seu teor em fibras (2,1%). Contém proteínas em um 2,2% e quantidades inapreciáveis de gordura. De seu teor mineral destacaremos o potássio por ser encontrado em maior proporção. Mas além disso podemos citar outros minerais que encontram em quantidades muito importantes, quase tanto como o potássio, e que são vitais para o correto funcionamento do organismo: ferro, magnésio, cálcio, zinco e fósforo. Não somente a couve-flor contém minerais de grande importância, senão que é quase imperceptível o sódio na sua composição. Quanto ao fornecimento de vitaminas, destaca o elevado conteúdo de vitamina C sobre o resto de componentes vitaminicos. Mas além disso, esta hortaliça tem uma grande importância os folatos. Encontraremos quantidades significativas de vitamina B1, B2, niacina e B6, não havendo vitamina A e E.
Conservação:
Devem ser armazenadas em refrigeração, a uns 0ºC dentro de embalagens de plástico perfurados.
Uso culinário:

Crua: pode ser consumida crua na salada, sempre e quando esteja bem tenra.
Cozida: é a forma que normalmente é consumida. Pode ser consumida cozida, cozida ao vapor, assada, frita, estofada ou gratinada.

Independentemente se vamos consumi-la crua ou cozida, a couve-flor precisa de certa preparação para ser utilizada:

Cortar a base da couve-flor.
As folhas verdes que se encontram na base podem ser utilizadas como verdura ou serem removidas.
Separar e cortar os pequenos ramos de inflorescencias que forman a couve-flor.
Lavar os fragmentos de couve-flor e cozé-las ou adicioná-las a salada.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/couve-flor.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/couve-flor/,"Legumes","A Cesta Portuguesa",1.99EUR,in stock,COUV_FLOR_3157,https://www.cestaportuguesa.pt/cart/?add-to-cart=3157,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.99EUR,new,published,,
BROC_3151,"Bróculos (1 pé)","Valor Nutritivo:
O brócolo é um vegetal com um valor de energético muito baixo, o que é em torno do 28kcal/100g. Ele tem algumas características nutricionais muito importantes, uma vez que, como veremos, embora o seu teor lipídico e de carboidratos não é muito alto, é sim os minerais e vitaminas. O seu teor de água é de cerca de 90% do peso total. Apenas contém gordura (0,35%) e os hidratos de carbono (2,24%), mas contém quantidades notáveis de proteínas (3%). De seu conteúdo mineral destacaremos o potássio encontrado em maior proporção. Mas também podemos citar outros minerais encontrados em quantidades muito grandes, quase tanto como o potássio, que são vitais para o bom funcionamento do corpo: cálcio, fósforo, magnésio, ferro e zinco. Sobre o fornecimento de vitaminas, encontramos quantidades significativas de todos, exceto a vitamina B12, encontrada apenas em alimentos de origem animal. Ressalta-se que a vitamina C é encontrada em maior proporção, seguido de ácido fólico, vitamina E e vitamina A, embora também encontramos quantidades notáveis de vitaminas B1, B2, B6 e niacina. Além disso, contém substâncias sulfuradas que lhe proporciona o sabor e o odor caracteristico e certas propriedades beneficosas para a saúde.
Conservação:
O brócolo armazena~-se sem ser lavado, numa bolsa de plástico perfurado. Podemos armazena-lo (sempre que estiver fresco) de 3 a 5 dias no frigorifico. Embora a congelação é a melhor forma de conservar em óptimas condições o brócolo durante um periodo de tempo mais longo. Antes de ser congelado, é necessário cozé-lo.
Uso culinário:

Cru: O brócolo pode ser consumido cru ou suavemente cozido na salada. Fica muito saboroso e desta forma se assimila suavemente com o espargo.
Cozido: é como normalmente se come o brócolo. Neste caso é necessário que não fique cozido em excesso, para que permaneça a maior quantidade possível de nutrientes no alimento. Para cozer o brócolo, deve seguir estes passos:

Limpar e descascar o talo já que contém muita fibra.
Cortar os grupos de flores em pedaços uniformes para cozinhar.



Não deve estar muito cozido, pois se deixa muito tempo, soltará um odor forte de sulfuro, fica verde escuro e perde as vitaminas e minerais.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/broculos.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/broculos/,"Legumes","A Cesta Portuguesa",1.99EUR,in stock,BROC_3151,https://www.cestaportuguesa.pt/cart/?add-to-cart=3151,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.99EUR,new,published,,
ALF_LISA_3145,"Alface Lisa (1 pé)","Valor Nutritivo
Nas alfaces podemos encontrar as vitaminas K, A, B1, B2, C e também folato. Quanto aos minerais, destacam-se o magnésio, o cálcio, o manganês e o ferro. Alem disso, são ricas em antioxidantes e em fibras. As fibras têm a particularidade de perlongar a saciedade. Isso significa que, se começar a refeição com um prato de salada, provavelmente vai comer menos no prato principal. Por outro lado, as fibras também ajudam a melhorar o trânsito intestinal.
A nível calórico, as alfaces estão entre os alimentos ideais para que quer perder peso. 100g de alface tem apenas 15 colorias. Nem todas as variedades de alface têm as mesmas propriedades. Um exemplo disso é a alface crespa que tem uma concentração de fibras maior do que as outras. A alface roxa destaca-se por ter uma concentração mais elevada de antocianina que atua como antioxidante no nosso organismo.
Conservação
A conservação das alfaces que colher na sua horta começa no momento da colheita.
Tente colhe-las nos períodos mais frescos do dia, de preferência logo no inicio da manhã.
Depois de colhe-las, deve guarda-las no frigorifico (na gaveta dos vegetais) logo que possível. Se pretende consumi-las num em dois ou três dias, não precisa preocupar-se com mais nada. Contudo, se quiser perlongar o tempo de conservação, pode recorrer a alguns “truques” que vão ajudar.
Uma técnica simples passa por separar as folhas e lavá-las muito bem. Escolha apenas as folhas que estejam intactas. Depois, seque-as com o auxílio de secador de saladas de centrifugação. Guarde numa caixa plástica com tampa tendo o cuidado de forrar a caixa com papel de cozinha. Use uma caixa com tamanho suficiente para que as folhas não fiquem amassadas. Cubra com papel de cozinha antes de fechar a caixa. Se intercalar em camadas as folhas de alface com papel de cozinha, vai perlongar ainda mais o tempo de conservação. Quando notar que as folhas de papel estão húmidas, troque por folhas de papel novas.
Uso culinário
A alface de modo geral é consumida crua e serve como base de muitas saladas.
Pode ainda ser utilizada em sopas ou refogada.
Também é usada em sumos e em chãs calmantes.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/alface-lisa.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/alface-lisa/,"Legumes","A Cesta Portuguesa",1.99EUR,in stock,ALF_LISA_3145,https://www.cestaportuguesa.pt/cart/?add-to-cart=3145,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1.99EUR,new,published,,
TOM_3116,"Tomate (500 gr)","Valor Nutritivo:
O tomate é uma boa fonte de vitaminas A, C e do complexo B. O mesmo também possui quantidades significativas de sais minerais, como o Fósforo, Ferro, Potássio, Cálcio, Magnésio, além de conter pouquíssimas calorias.
Conservação:
O tomate maduro pode ser conservado no frigorífico por uma semana e o verde por até 3 semanas.
Uso culinário:
O tomate pode ser consumido em saladas, purês, molhos, doces, geléias ou sumos.
Para facilitar a retirada da pele ou casca do tomate, espete-o com um garfo e leve-o ao fogo. Mantenha-o a certa distância para não queimá-lo e vá virando o fruto lentamente até começar a soltar a casca. Se o tomate estiver mole, deixe-o de molho em água fria ou gelada por 15 minutos. Ele ficará mais firme e mais fácil de ser cortado.",https://www.cestaportuguesa.pt/wp-content/uploads/2020/04/Tomate-1.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/tomate/,"Legumes","A Cesta Portuguesa",0.89EUR,in stock,TOM_3116,https://www.cestaportuguesa.pt/cart/?add-to-cart=3116,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0.89EUR,new,published,,
ALF_FRIS_242,"Alface Frisada (1 pé)","Valor Nutritivo 
Nas alfaces podemos encontrar as vitaminas K, A, B1, B2, C e também folato. Quanto aos minerais, destacam-se o magnésio, o cálcio, o manganês e o ferro. Alem disso, são ricas em antioxidantes e em fibras. As fibras têm a particularidade de perlongar a saciedade. Isso significa que, se começar a refeição com um prato de salada, provavelmente vai comer menos no prato principal. Por outro lado, as fibras também ajudam a melhorar o trânsito intestinal. 
A nível calórico, as alfaces estão entre os alimentos ideais para que quer perder peso. 100g de alface tem apenas 15 colorias. Nem todas as variedades de alface têm as mesmas propriedades. Um exemplo disso é a alface crespa que tem uma concentração de fibras maior do que as outras. A alface roxa destaca-se por ter uma concentração mais elevada de antocianina que atua como antioxidante no nosso organismo. 
Conservação 
A conservação das alfaces que colher na sua horta começa no momento da colheita. 
Tente colhe-las nos períodos mais frescos do dia, de preferência logo no inicio da manhã. 
Depois de colhe-las, deve guarda-las no frigorifico (na gaveta dos vegetais) logo que possível. Se pretende consumi-las num em dois ou três dias, não precisa preocupar-se com mais nada. Contudo, se quiser perlongar o tempo de conservação, pode recorrer a alguns “truques” que vão ajudar. 
Uma técnica simples passa por separar as folhas e lavá-las muito bem. Escolha apenas as folhas que estejam intactas. Depois, seque-as com o auxílio de secador de saladas de centrifugação. Guarde numa caixa plástica com tampa tendo o cuidado de forrar a caixa com papel de cozinha. Use uma caixa com tamanho suficiente para que as folhas não fiquem amassadas. Cubra com papel de cozinha antes de fechar a caixa. Se intercalar em camadas as folhas de alface com papel de cozinha, vai perlongar ainda mais o tempo de conservação. Quando notar que as folhas de papel estão húmidas, troque por folhas de papel novas. 
Uso culinário 
A alface de modo geral é consumida crua e serve como base de muitas saladas. 
Pode ainda ser utilizada em sopas ou refogada. 
Também é usada em sumos e em chãs calmantes.",https://www.cestaportuguesa.pt/wp-content/uploads/2018/06/Alface-1.jpg,https://www.cestaportuguesa.pt/loja-online/produtos/alface/,"Legumes","A Cesta Portuguesa",0.49EUR,in stock,ALF_FRIS_242,https://www.cestaportuguesa.pt/cart/?add-to-cart=242,"https://www.cestaportuguesa.pt/wp-content/uploads/2018/06/alface-frisada.jpeg,https://www.cestaportuguesa.pt/wp-content/uploads/2018/06/alface-frisada-2.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0.49EUR,new,published,,
BAT_NOV_171,"Batata Nova “Olho de Perdiz” (1 Kg)","  
A batata nova ou precoce é colhida antes de amadurecer, por isso é mais frágil e seu tempo de conservação é curto. A batata velha ou tardia é colhida até 12 meses após o seu ponto de maturação perfeito. Também são vendidos como antigas as coletadas no ano anterior e que foram refrigerados por meses. 
Ambos são facilmente distinguidos pela sua aparência: as novas têm pele clara, muito fina e lisa, são compactas, têm mais água e um tamanho pequeno. As batatas velhas mostram uma pele escura, grossa e enrugada; sua carne é amolecida, amarela e eles são maiores en tamanho. 
Ambos têm benefícios para a saúde. A grande vantagem nutricional do início é que ele é rico em vitamina C e tem uma baixa ingestão calórica (menor que a de uma maçã). A batata tardia, por sua vez, tem mais potássio e sódio e seu teor de frutose diminui significativamente, tornando-a adequada para a dieta de pessoas intolerantes a ela. 
Na cozinha elas também têm suas diferenças, já que cada uma é perfeita para um prato. Para cozinhar e fritar, o melhor é a nova porque é compacta e não quebra. É preferível descascar antes de cozinhar, especialmente se for um pouco verde. É importante remover completamente a parte verde, pois ela é tóxica. Para purê, assar e cozinhar, a batata velha é melhor, porque fornece mais consistência aos molhos, pois contém amido.",https://www.cestaportuguesa.pt/wp-content/uploads/2018/06/batata-nova.png,https://www.cestaportuguesa.pt/loja-online/produtos/batata-nova/,"Legumes","A Cesta Portuguesa",0.89EUR,in stock,BAT_NOV_171,https://www.cestaportuguesa.pt/cart/?add-to-cart=171,"https://www.cestaportuguesa.pt/wp-content/uploads/2018/06/Batata-nova-2-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,0.89EUR,new,published,,
